SEMMEDDB Subject Code	SEMMEDDB Subject T code	SEMMEDDB Predicate	SEMMEDDB Object Code	SEMMEDDB Object T code	Notes
		NEG_AFFECTS	T044	moft	Range exclusion
		NEG_AFFECTS	T033	fndg	Range exclusion
		NEG_AFFECTS	T045	genf	Range exclusion
		NEG_AFFECTS	T039	phsf	Range exclusion
		NEG_AFFECTS	T023	bpoc	Range exclusion
		NEG_AFFECTS	T070	npop	Range exclusion
		NEG_AFFECTS	T028	gngm	Range exclusion
		NEG_AFFECTS	T201	clna	Range exclusion
		NEG_AFFECTS	T101	podg	Range exclusion
		NEG_AFFECTS	T049	comd	Range exclusion
		NEG_AFFECTS	T026	celc	Range exclusion
		NEG_AFFECTS	T048	mobd	Range exclusion
		NEG_AFFECTS	T184	sosy	Range exclusion
		NEG_AFFECTS	T038	biof	Range exclusion
		NEG_AFFECTS	T024	tisu	Range exclusion
		NEG_AFFECTS	T032	orga	Range exclusion
		NEG_AFFECTS	T116	aapp	Range exclusion
		NEG_AFFECTS	T037	inpo	Range exclusion
		NEG_AFFECTS	T123	bacs	Range exclusion
		NEG_AFFECTS	T055	inbe	Range exclusion
		NEG_AFFECTS	T005	virs	Range exclusion
		NEG_AFFECTS	T007	bact	Range exclusion
		NEG_AFFECTS	T020	acab	Range exclusion
		NEG_AFFECTS	not_found	invt	Range exclusion
		NEG_AFFECTS	T195	antb	Range exclusion
		NEG_AFFECTS	T008	anim	Range exclusion
		NEG_AFFECTS	T058	hlca	Range exclusion
		NEG_AFFECTS	T018	emst	Range exclusion
		NEG_AFFECTS	T004	fngs	Range exclusion
		NEG_AFFECTS	T022	bdsy	Range exclusion
		NEG_AFFECTS	T001	orgm	Range exclusion
		NEG_AFFECTS	T050	emod	Range exclusion
		NEG_AFFECTS	T190	anab	Range exclusion
		NEG_AFFECTS	T019	cgab	Range exclusion
		NEG_AFFECTS	T013	fish	Range exclusion
		NEG_AFFECTS	T098	popg	Range exclusion
		NEG_AFFECTS	T100	aggp	Range exclusion
		NEG_AFFECTS	T204	euka	Range exclusion
		NEG_AFFECTS	T017	anst	Range exclusion
		NEG_AFFECTS	T034	lbtr	Range exclusion
		NEG_AFFECTS	T053	bhvr	Range exclusion
		NEG_AFFECTS	T021	ffas	Range exclusion
		NEG_AFFECTS	T002	plnt	Range exclusion
		NEG_AFFECTS	T097	prog	Range exclusion
		NEG_AFFECTS	T011	amph	Range exclusion
		NEG_AFFECTS	T121	phsu	Range exclusion
		NEG_AFFECTS	not_found	rich	Range exclusion
		NEG_AFFECTS	T099	famg	Range exclusion
		NEG_AFFECTS	T014	rept	Range exclusion
		NEG_AFFECTS	T109	orch	Range exclusion
		NEG_AFFECTS	T010	vtbt	Range exclusion
		NEG_AFFECTS	T092	orgt	Range exclusion
		NEG_AFFECTS	not_found	alga	Range exclusion
		NEG_AFFECTS	T096	grup	Range exclusion
		NEG_AFFECTS	T194	arch	Range exclusion
		NEG_AFFECTS	T060	diap	Range exclusion
		NEG_AFFECTS	T093	hcro	Range exclusion
		NEG_AFFECTS	T059	lbpr	Range exclusion
		NEG_AFFECTS	T015	mamm	Range exclusion
		NEG_AFFECTS	T054	socb	Range exclusion
		NEG_AFFECTS	T056	dora	Range exclusion
		NEG_AFFECTS	T081	qnco	Range exclusion
		NEG_AFFECTS	T114	nnon	Range exclusion
		NEG_AFFECTS	T041	menp	Range exclusion
		NEG_AFFECTS	T129	imft	Range exclusion
		NEG_AFFECTS	not_found	carb	Range exclusion
		NEG_AFFECTS	T067	phpr	Range exclusion
		NEG_AFFECTS	T126	enzy	Range exclusion
		NEG_AFFECTS	T125	horm	Range exclusion
		NEG_AFFECTS	not_found	lipd	Range exclusion
		NEG_AFFECTS	T170	inpr	Range exclusion
		NEG_AFFECTS	T080	qlco	Range exclusion
		NEG_AFFECTS	T031	bdsu	Range exclusion
		NEG_AFFECTS	T196	elii	Range exclusion
		NEG_AFFECTS	T086	nusq	Range exclusion
		NEG_AFFECTS	T061	topp	Range exclusion
		NEG_AFFECTS	T052	acty	Range exclusion
		NEG_AFFECTS	T012	bird	Range exclusion
		NEG_AFFECTS	T078	idcn	Range exclusion
		NEG_AFFECTS	T082	spco	Range exclusion
		NEG_AFFECTS	T079	tmco	Range exclusion
		NEG_ASSOCIATED_WITH	T047	dsyn	Range exclusion
		NEG_ASSOCIATED_WITH	T191	neop	Range exclusion
		NEG_ASSOCIATED_WITH	T046	patf	Range exclusion
		NEG_ASSOCIATED_WITH	T184	sosy	Range exclusion
		NEG_ASSOCIATED_WITH	T028	gngm	Range exclusion
		NEG_ASSOCIATED_WITH	T048	mobd	Range exclusion
		NEG_ASSOCIATED_WITH	T045	genf	Range exclusion
		NEG_ASSOCIATED_WITH	T037	inpo	Range exclusion
		NEG_ASSOCIATED_WITH	T049	comd	Range exclusion
		NEG_ASSOCIATED_WITH	T033	fndg	Range exclusion
		NEG_ASSOCIATED_WITH	T044	moft	Range exclusion
		NEG_ASSOCIATED_WITH	T121	phsu	Range exclusion
		NEG_ASSOCIATED_WITH	T007	bact	Range exclusion
		NEG_ASSOCIATED_WITH	T109	orch	Range exclusion
		NEG_ASSOCIATED_WITH	T001	orgm	Range exclusion
		NEG_ASSOCIATED_WITH	T116	aapp	Range exclusion
		NEG_ASSOCIATED_WITH	not_found	rich	Range exclusion
		NEG_ASSOCIATED_WITH	T120	chvf	Range exclusion
		NEG_ASSOCIATED_WITH	T123	bacs	Range exclusion
		NEG_ASSOCIATED_WITH	T019	cgab	Range exclusion
		NEG_ASSOCIATED_WITH	T020	acab	Range exclusion
		NEG_ASSOCIATED_WITH	T125	horm	Range exclusion
		NEG_ASSOCIATED_WITH	not_found	carb	Range exclusion
		NEG_ASSOCIATED_WITH	T197	inch	Range exclusion
		NEG_ASSOCIATED_WITH	T190	anab	Range exclusion
		NEG_ASSOCIATED_WITH	not_found	eico	Range exclusion
		NEG_ASSOCIATED_WITH	T004	fngs	Range exclusion
		NEG_ASSOCIATED_WITH	T129	imft	Range exclusion
		NEG_ASSOCIATED_WITH	not_found	invt	Range exclusion
		NEG_ASSOCIATED_WITH	not_found	nsba	Range exclusion
		NEG_ASSOCIATED_WITH	T013	fish	Range exclusion
		NEG_ASSOCIATED_WITH	T169	ftcn	Range exclusion
		NEG_AUGMENTS	T043	celf	Range exclusion
		NEG_AUGMENTS	T040	orgf	Range exclusion
		NEG_AUGMENTS	T042	ortf	Range exclusion
		NEG_AUGMENTS	T047	dsyn	Range exclusion
		NEG_AUGMENTS	T033	fndg	Range exclusion
		NEG_AUGMENTS	T023	bpoc	Range exclusion
		NEG_AUGMENTS	T045	genf	Range exclusion
		NEG_AUGMENTS	T044	moft	Range exclusion
		NEG_AUGMENTS	T025	cell	Range exclusion
		NEG_AUGMENTS	T046	patf	Range exclusion
		NEG_AUGMENTS	T070	npop	Range exclusion
		NEG_AUGMENTS	T039	phsf	Range exclusion
		NEG_AUGMENTS	T026	celc	Range exclusion
		NEG_AUGMENTS	T037	inpo	Range exclusion
		NEG_AUGMENTS	T191	neop	Range exclusion
		NEG_AUGMENTS	T024	tisu	Range exclusion
		NEG_AUGMENTS	T049	comd	Range exclusion
		NEG_AUGMENTS	T041	menp	Range exclusion
		NEG_AUGMENTS	T184	sosy	Range exclusion
		NEG_AUGMENTS	T048	mobd	Range exclusion
		NEG_AUGMENTS	T038	biof	Range exclusion
		NEG_AUGMENTS	T020	acab	Range exclusion
		NEG_AUGMENTS	T018	emst	Range exclusion
		NEG_AUGMENTS	T019	cgab	Range exclusion
		NEG_AUGMENTS	T190	anab	Range exclusion
		NEG_AUGMENTS	T017	anst	Range exclusion
		NEG_AUGMENTS	T021	ffas	Range exclusion
		NEG_CAUSES	T047	dsyn	Range exclusion
		NEG_CAUSES	T046	patf	Range exclusion
		NEG_CAUSES	T043	celf	Range exclusion
		NEG_CAUSES	T033	fndg	Range exclusion
		NEG_CAUSES	T184	sosy	Range exclusion
		NEG_CAUSES	T040	orgf	Range exclusion
		NEG_CAUSES	T037	inpo	Range exclusion
		NEG_CAUSES	T049	comd	Range exclusion
		NEG_CAUSES	T191	neop	Range exclusion
		NEG_CAUSES	T048	mobd	Range exclusion
		NEG_CAUSES	T039	phsf	Range exclusion
		NEG_CAUSES	T058	hlca	Range exclusion
		NEG_CAUSES	T190	anab	Range exclusion
		NEG_CAUSES	T019	cgab	Range exclusion
		NEG_CAUSES	T020	acab	Range exclusion
		NEG_CAUSES	T044	moft	Range exclusion
		NEG_CAUSES	T034	lbtr	Range exclusion
		NEG_CAUSES	T050	emod	Range exclusion
		NEG_CAUSES	T038	biof	Range exclusion
		NEG_CAUSES	T045	genf	Range exclusion
		NEG_CAUSES	T042	ortf	Range exclusion
		NEG_CAUSES	T060	diap	Range exclusion
		NEG_CAUSES	T041	menp	Range exclusion
		NEG_CAUSES	T079	tmco	Range exclusion
		NEG_COEXISTS_WITH	T047	dsyn	Range exclusion
		NEG_COEXISTS_WITH	T028	gngm	Range exclusion
		NEG_COEXISTS_WITH	T116	aapp	Range exclusion
		NEG_COEXISTS_WITH	T033	fndg	Range exclusion
		NEG_COEXISTS_WITH	T123	bacs	Range exclusion
		NEG_COEXISTS_WITH	T191	neop	Range exclusion
		NEG_COEXISTS_WITH	T046	patf	Range exclusion
		NEG_COEXISTS_WITH	T109	orch	Range exclusion
		NEG_COEXISTS_WITH	T184	sosy	Range exclusion
		NEG_COEXISTS_WITH	T121	phsu	Range exclusion
		NEG_COEXISTS_WITH	T040	orgf	Range exclusion
		NEG_COEXISTS_WITH	T048	mobd	Range exclusion
		NEG_COEXISTS_WITH	T058	hlca	Range exclusion
		NEG_COEXISTS_WITH	T197	inch	Range exclusion
		NEG_COEXISTS_WITH	T037	inpo	Range exclusion
		NEG_COEXISTS_WITH	T042	ortf	Range exclusion
		NEG_COEXISTS_WITH	T043	celf	Range exclusion
		NEG_COEXISTS_WITH	T061	topp	Range exclusion
		NEG_COEXISTS_WITH	T125	horm	Range exclusion
		NEG_COEXISTS_WITH	not_found	lipd	Range exclusion
		NEG_COEXISTS_WITH	not_found	carb	Range exclusion
		NEG_COEXISTS_WITH	T019	cgab	Range exclusion
		NEG_COEXISTS_WITH	T131	hops	Range exclusion
		NEG_COEXISTS_WITH	T005	virs	Range exclusion
		NEG_COEXISTS_WITH	T196	elii	Range exclusion
		NEG_COEXISTS_WITH	T039	phsf	Range exclusion
		NEG_COEXISTS_WITH	T129	imft	Range exclusion
		NEG_COEXISTS_WITH	T020	acab	Range exclusion
		NEG_COEXISTS_WITH	T190	anab	Range exclusion
		NEG_COEXISTS_WITH	T086	nusq	Range exclusion
		NEG_COEXISTS_WITH	not_found	nsba	Range exclusion
		NEG_COEXISTS_WITH	T195	antb	Range exclusion
		NEG_COEXISTS_WITH	T049	comd	Range exclusion
		NEG_COEXISTS_WITH	T045	genf	Range exclusion
		NEG_COEXISTS_WITH	not_found	strd	Range exclusion
		NEG_COEXISTS_WITH	T034	lbtr	Range exclusion
		NEG_COEXISTS_WITH	T126	enzy	Range exclusion
		NEG_COEXISTS_WITH	not_found	eico	Range exclusion
		NEG_COEXISTS_WITH	T192	rcpt	Range exclusion
		NEG_COEXISTS_WITH	not_found	opco	Range exclusion
		NEG_COEXISTS_WITH	T050	emod	Range exclusion
		NEG_COEXISTS_WITH	T114	nnon	Range exclusion
		NEG_COEXISTS_WITH	T044	moft	Range exclusion
		NEG_COEXISTS_WITH	T130	irda	Range exclusion
		NEG_COEXISTS_WITH	T060	diap	Range exclusion
		NEG_COEXISTS_WITH	T122	bodm	Range exclusion
		NEG_COEXISTS_WITH	T168	food	Range exclusion
		NEG_COEXISTS_WITH	T026	celc	Range exclusion
		NEG_COEXISTS_WITH	T127	vita	Range exclusion
		NEG_COEXISTS_WITH	T079	tmco	Range exclusion
		NEG_COEXISTS_WITH	T041	menp	Range exclusion
		NEG_COEXISTS_WITH	T074	medd	Range exclusion
		NEG_COEXISTS_WITH	T104	chvs	Range exclusion
		NEG_COEXISTS_WITH	T059	lbpr	Range exclusion
		NEG_COEXISTS_WITH	T054	socb	Range exclusion
		NEG_COMPLICATES	T047	dsyn	Range exclusion
		NEG_COMPLICATES	T046	patf	Range exclusion
		NEG_COMPLICATES	T037	inpo	Range exclusion
		NEG_COMPLICATES	T042	ortf	Range exclusion
		NEG_COMPLICATES	T191	neop	Range exclusion
		NEG_COMPLICATES	T048	mobd	Range exclusion
		NEG_COMPLICATES	T184	sosy	Range exclusion
		NEG_COMPLICATES	T040	orgf	Range exclusion
		NEG_COMPLICATES	T039	phsf	Range exclusion
		NEG_COMPLICATES	T019	cgab	Range exclusion
		NEG_COMPLICATES	T190	anab	Range exclusion
		NEG_COMPLICATES	T049	comd	Range exclusion
		NEG_COMPLICATES	T043	celf	Range exclusion
		NEG_COMPLICATES	T020	acab	Range exclusion
		NEG_COMPLICATES	T050	emod	Range exclusion
		NEG_COMPLICATES	T045	genf	Range exclusion
		NEG_COMPLICATES	T038	biof	Range exclusion
		NEG_CONVERTS_TO	T028	gngm	Range exclusion
		NEG_CONVERTS_TO	T123	bacs	Range exclusion
		NEG_CONVERTS_TO	T109	orch	Range exclusion
		NEG_CONVERTS_TO	T125	horm	Range exclusion
		NEG_CONVERTS_TO	T121	phsu	Range exclusion
		NEG_CONVERTS_TO	T197	inch	Range exclusion
		NEG_CONVERTS_TO	not_found	carb	Range exclusion
		NEG_CONVERTS_TO	T131	hops	Range exclusion
		NEG_CONVERTS_TO	T196	elii	Range exclusion
		NEG_CONVERTS_TO	not_found	eico	Range exclusion
		NEG_CONVERTS_TO	not_found	lipd	Range exclusion
		NEG_CONVERTS_TO	not_found	nsba	Range exclusion
		NEG_CONVERTS_TO	T129	imft	Range exclusion
		NEG_CONVERTS_TO	not_found	strd	Range exclusion
		NEG_CONVERTS_TO	T086	nusq	Range exclusion
		NEG_CONVERTS_TO	T116	aapp	Range exclusion
		NEG_CONVERTS_TO	T126	enzy	Range exclusion
		NEG_CONVERTS_TO	T195	antb	Range exclusion
		NEG_CONVERTS_TO	not_found	opco	Range exclusion
		NEG_CONVERTS_TO	T130	irda	Range exclusion
		NEG_CONVERTS_TO	T192	rcpt	Range exclusion
		NEG_DIAGNOSES	T047	dsyn	Range exclusion
		NEG_DIAGNOSES	T033	fndg	Range exclusion
		NEG_DIAGNOSES	T191	neop	Range exclusion
		NEG_DIAGNOSES	T046	patf	Range exclusion
		NEG_DIAGNOSES	T037	inpo	Range exclusion
		NEG_DIAGNOSES	T184	sosy	Range exclusion
		NEG_DIAGNOSES	T190	anab	Range exclusion
		NEG_DIAGNOSES	T005	virs	Range exclusion
		NEG_DIAGNOSES	T049	comd	Range exclusion
		NEG_DIAGNOSES	T048	mobd	Range exclusion
		NEG_DIAGNOSES	T019	cgab	Range exclusion
		NEG_DIAGNOSES	T020	acab	Range exclusion
		NEG_DIAGNOSES	T050	emod	Range exclusion
		NEG_DISRUPTS	T043	celf	Range exclusion
		NEG_DISRUPTS	T044	moft	Range exclusion
		NEG_DISRUPTS	T040	orgf	Range exclusion
		NEG_DISRUPTS	T025	cell	Range exclusion
		NEG_DISRUPTS	T046	patf	Range exclusion
		NEG_DISRUPTS	T039	phsf	Range exclusion
		NEG_DISRUPTS	T047	dsyn	Range exclusion
		NEG_DISRUPTS	T045	genf	Range exclusion
		NEG_DISRUPTS	T023	bpoc	Range exclusion
		NEG_DISRUPTS	T070	npop	Range exclusion
		NEG_DISRUPTS	T041	menp	Range exclusion
		NEG_DISRUPTS	T191	neop	Range exclusion
		NEG_DISRUPTS	T033	fndg	Range exclusion
		NEG_DISRUPTS	T026	celc	Range exclusion
		NEG_DISRUPTS	T184	sosy	Range exclusion
		NEG_DISRUPTS	T042	ortf	Range exclusion
		NEG_DISRUPTS	T049	comd	Range exclusion
		NEG_DISRUPTS	T024	tisu	Range exclusion
		NEG_DISRUPTS	T020	acab	Range exclusion
		NEG_DISRUPTS	T037	inpo	Range exclusion
		NEG_DISRUPTS	T038	biof	Range exclusion
		NEG_DISRUPTS	T048	mobd	Range exclusion
		NEG_DISRUPTS	T018	emst	Range exclusion
		NEG_DISRUPTS	T190	anab	Range exclusion
		NEG_DISRUPTS	T054	socb	Range exclusion
		NEG_DISRUPTS	T019	cgab	Range exclusion
		NEG_DISRUPTS	T017	anst	Range exclusion
		NEG_DISRUPTS	T021	ffas	Range exclusion
		NEG_DISRUPTS	T031	bdsu	Range exclusion
		NEG_DISRUPTS	T060	diap	Range exclusion
		NEG_DISRUPTS	T055	inbe	Range exclusion
		NEG_higher_than	T061	topp	Range exclusion
		NEG_higher_than	T074	medd	Range exclusion
		NEG_higher_than	T109	orch	Range exclusion
		NEG_higher_than	T116	aapp	Range exclusion
		NEG_higher_than	T121	phsu	Range exclusion
		NEG_higher_than	T114	nnon	Range exclusion
		NEG_higher_than	T123	bacs	Range exclusion
		NEG_higher_than	T028	gngm	Range exclusion
		NEG_higher_than	T195	antb	Range exclusion
		NEG_higher_than	T120	chvf	Range exclusion
		NEG_higher_than	T197	inch	Range exclusion
		NEG_higher_than	T196	elii	Range exclusion
		NEG_higher_than	T131	hops	Range exclusion
		NEG_higher_than	not_found	carb	Range exclusion
		NEG_higher_than	T125	horm	Range exclusion
		NEG_higher_than	T062	resa	Range exclusion
		NEG_higher_than	T200	clnd	Range exclusion
		NEG_higher_than	T129	imft	Range exclusion
		NEG_higher_than	T104	chvs	Range exclusion
		NEG_higher_than	not_found	lipd	Range exclusion
		NEG_higher_than	T122	bodm	Range exclusion
		NEG_higher_than	T130	irda	Range exclusion
		NEG_higher_than	not_found	nsba	Range exclusion
		NEG_higher_than	not_found	opco	Range exclusion
		NEG_higher_than	not_found	strd	Range exclusion
		NEG_higher_than	T126	enzy	Range exclusion
		NEG_higher_than	T103	chem	Range exclusion
		NEG_higher_than	not_found	eico	Range exclusion
		NEG_higher_than	T026	celc	Range exclusion
		NEG_higher_than	T056	dora	Range exclusion
		NEG_higher_than	T168	food	Range exclusion
		NEG_higher_than	T192	rcpt	Range exclusion
		NEG_higher_than	T060	diap	Range exclusion
		NEG_higher_than	T069	eehu	Range exclusion
		NEG_higher_than	T127	vita	Range exclusion
		NEG_higher_than	T073	mnob	Range exclusion
		NEG_INHIBITS	T028	gngm	Range exclusion
		NEG_INHIBITS	T116	aapp	Range exclusion
		NEG_INHIBITS	T123	bacs	Range exclusion
		NEG_INHIBITS	T109	orch	Range exclusion
		NEG_INHIBITS	T033	fndg	Range exclusion
		NEG_INHIBITS	T042	ortf	Range exclusion
		NEG_INHIBITS	T121	phsu	Range exclusion
		NEG_INHIBITS	not_found	nsba	Range exclusion
		NEG_INHIBITS	T126	enzy	Range exclusion
		NEG_INHIBITS	T125	horm	Range exclusion
		NEG_INHIBITS	T197	inch	Range exclusion
		NEG_INHIBITS	T131	hops	Range exclusion
		NEG_INHIBITS	T196	elii	Range exclusion
		NEG_INHIBITS	not_found	lipd	Range exclusion
		NEG_INHIBITS	not_found	carb	Range exclusion
		NEG_INHIBITS	T195	antb	Range exclusion
		NEG_INHIBITS	not_found	eico	Range exclusion
		NEG_INHIBITS	T129	imft	Range exclusion
		NEG_INHIBITS	not_found	strd	Range exclusion
		NEG_INHIBITS	T192	rcpt	Range exclusion
		NEG_INHIBITS	T086	nusq	Range exclusion
		NEG_INHIBITS	not_found	opco	Range exclusion
		NEG_INHIBITS	T114	nnon	Range exclusion
		NEG_INHIBITS	T130	irda	Range exclusion
		NEG_INHIBITS	T122	bodm	Range exclusion
		NEG_INHIBITS	T191	neop	Range exclusion
		NEG_INHIBITS	T200	clnd	Range exclusion
		NEG_INHIBITS	T047	dsyn	Range exclusion
		NEG_INHIBITS	T120	chvf	Range exclusion
		NEG_INTERACTS_WITH	T116	aapp	Range exclusion
		NEG_INTERACTS_WITH	T028	gngm	Range exclusion
		NEG_INTERACTS_WITH	T123	bacs	Range exclusion
		NEG_INTERACTS_WITH	T109	orch	Range exclusion
		NEG_INTERACTS_WITH	T025	cell	Range exclusion
		NEG_INTERACTS_WITH	T121	phsu	Range exclusion
		NEG_INTERACTS_WITH	T125	horm	Range exclusion
		NEG_INTERACTS_WITH	not_found	nsba	Range exclusion
		NEG_INTERACTS_WITH	T131	hops	Range exclusion
		NEG_INTERACTS_WITH	not_found	carb	Range exclusion
		NEG_INTERACTS_WITH	not_found	lipd	Range exclusion
		NEG_INTERACTS_WITH	T197	inch	Range exclusion
		NEG_INTERACTS_WITH	T126	enzy	Range exclusion
		NEG_INTERACTS_WITH	T114	nnon	Range exclusion
		NEG_INTERACTS_WITH	T196	elii	Range exclusion
		NEG_INTERACTS_WITH	T130	irda	Range exclusion
		NEG_INTERACTS_WITH	T195	antb	Range exclusion
		NEG_INTERACTS_WITH	T104	chvs	Range exclusion
		NEG_INTERACTS_WITH	not_found	eico	Range exclusion
		NEG_INTERACTS_WITH	T129	imft	Range exclusion
		NEG_INTERACTS_WITH	T007	bact	Range exclusion
		NEG_INTERACTS_WITH	T122	bodm	Range exclusion
		NEG_INTERACTS_WITH	T103	chem	Range exclusion
		NEG_INTERACTS_WITH	T005	virs	Range exclusion
		NEG_INTERACTS_WITH	not_found	strd	Range exclusion
		NEG_INTERACTS_WITH	T120	chvf	Range exclusion
		NEG_INTERACTS_WITH	T192	rcpt	Range exclusion
		NEG_INTERACTS_WITH	not_found	invt	Range exclusion
		NEG_INTERACTS_WITH	T047	dsyn	Range exclusion
		NEG_INTERACTS_WITH	T099	famg	Range exclusion
		NEG_INTERACTS_WITH	T201	clna	Range exclusion
		NEG_INTERACTS_WITH	T086	nusq	Range exclusion
		NEG_INTERACTS_WITH	T001	orgm	Range exclusion
		NEG_INTERACTS_WITH	not_found	opco	Range exclusion
		NEG_INTERACTS_WITH	T184	sosy	Range exclusion
		NEG_INTERACTS_WITH	T004	fngs	Range exclusion
		NEG_INTERACTS_WITH	T008	anim	Range exclusion
		NEG_INTERACTS_WITH	T098	popg	Range exclusion
		NEG_INTERACTS_WITH	T204	euka	Range exclusion
		NEG_INTERACTS_WITH	T013	fish	Range exclusion
		NEG_INTERACTS_WITH	T016	humn	Range exclusion
		NEG_INTERACTS_WITH	T010	vtbt	Range exclusion
		NEG_INTERACTS_WITH	T096	grup	Range exclusion
		NEG_INTERACTS_WITH	T101	podg	Range exclusion
		NEG_INTERACTS_WITH	not_found	rich	Range exclusion
		NEG_INTERACTS_WITH	T097	prog	Range exclusion
		NEG_INTERACTS_WITH	not_found	alga	Range exclusion
		NEG_INTERACTS_WITH	T002	plnt	Range exclusion
		NEG_INTERACTS_WITH	T194	arch	Range exclusion
		NEG_INTERACTS_WITH	T011	amph	Range exclusion
		NEG_INTERACTS_WITH	T014	rept	Range exclusion
		NEG_INTERACTS_WITH	T015	mamm	Range exclusion
		NEG_INTERACTS_WITH	T026	celc	Range exclusion
		NEG_INTERACTS_WITH	T127	vita	Range exclusion
		NEG_INTERACTS_WITH	T073	mnob	Range exclusion
		NEG_ISA	T061	topp	Range exclusion
		NEG_ISA	T047	dsyn	Range exclusion
		NEG_ISA	T121	phsu	Range exclusion
		NEG_ISA	T116	aapp	Range exclusion
		NEG_ISA	T191	neop	Range exclusion
		NEG_ISA	T184	sosy	Range exclusion
		NEG_ISA	T058	hlca	Range exclusion
		NEG_ISA	T098	popg	Range exclusion
		NEG_ISA	T033	fndg	Range exclusion
		NEG_ISA	T123	bacs	Range exclusion
		NEG_ISA	T046	patf	Range exclusion
		NEG_ISA	T109	orch	Range exclusion
		NEG_ISA	T037	inpo	Range exclusion
		NEG_ISA	T048	mobd	Range exclusion
		NEG_ISA	T008	anim	Range exclusion
		NEG_ISA	T015	mamm	Range exclusion
		NEG_ISA	T060	diap	Range exclusion
		NEG_ISA	T126	enzy	Range exclusion
		NEG_ISA	T007	bact	Range exclusion
		NEG_ISA	T005	virs	Range exclusion
		NEG_ISA	T001	orgm	Range exclusion
		NEG_ISA	T040	orgf	Range exclusion
		NEG_ISA	T125	horm	Range exclusion
		NEG_ISA	T028	gngm	Range exclusion
		NEG_ISA	T103	chem	Range exclusion
		NEG_ISA	not_found	carb	Range exclusion
		NEG_ISA	T131	hops	Range exclusion
		NEG_ISA	T120	chvf	Range exclusion
		NEG_ISA	T043	celf	Range exclusion
		NEG_ISA	T019	cgab	Range exclusion
		NEG_ISA	T041	menp	Range exclusion
		NEG_ISA	T195	antb	Range exclusion
		NEG_ISA	not_found	lipd	Range exclusion
		NEG_ISA	T083	geoa	Range exclusion
		NEG_ISA	T097	prog	Range exclusion
		NEG_ISA	T196	elii	Range exclusion
		NEG_ISA	not_found	invt	Range exclusion
		NEG_ISA	T055	inbe	Range exclusion
		NEG_ISA	T197	inch	Range exclusion
		NEG_ISA	T002	plnt	Range exclusion
		NEG_ISA	T101	podg	Range exclusion
		NEG_ISA	T168	food	Range exclusion
		NEG_ISA	not_found	nsba	Range exclusion
		NEG_ISA	T073	mnob	Range exclusion
		NEG_ISA	T104	chvs	Range exclusion
		NEG_ISA	T190	anab	Range exclusion
		NEG_ISA	T114	nnon	Range exclusion
		NEG_ISA	T099	famg	Range exclusion
		NEG_ISA	not_found	strd	Range exclusion
		NEG_ISA	T100	aggp	Range exclusion
		NEG_ISA	T167	sbst	Range exclusion
		NEG_ISA	T045	genf	Range exclusion
		NEG_ISA	T074	medd	Range exclusion
		NEG_ISA	T129	imft	Range exclusion
		NEG_ISA	T032	orga	Range exclusion
		NEG_ISA	T090	ocdi	Range exclusion
		NEG_ISA	T042	ortf	Range exclusion
		NEG_ISA	T039	phsf	Range exclusion
		NEG_ISA	T051	evnt	Range exclusion
		NEG_ISA	T059	lbpr	Range exclusion
		NEG_ISA	T004	fngs	Range exclusion
		NEG_ISA	T070	npop	Range exclusion
		NEG_ISA	T044	moft	Range exclusion
		NEG_ISA	T091	bmod	Range exclusion
		NEG_ISA	T065	edac	Range exclusion
		NEG_ISA	T067	phpr	Range exclusion
		NEG_ISA	T056	dora	Range exclusion
		NEG_ISA	T010	vtbt	Range exclusion
		NEG_ISA	T020	acab	Range exclusion
		NEG_ISA	T192	rcpt	Range exclusion
		NEG_ISA	T013	fish	Range exclusion
		NEG_ISA	T012	bird	Range exclusion
		NEG_ISA	T054	socb	Range exclusion
		NEG_ISA	T049	comd	Range exclusion
		NEG_ISA	T092	orgt	Range exclusion
		NEG_ISA	T201	clna	Range exclusion
		NEG_ISA	T096	grup	Range exclusion
		NEG_ISA	T014	rept	Range exclusion
		NEG_ISA	not_found	eico	Range exclusion
		NEG_ISA	T086	nusq	Range exclusion
		NEG_ISA	not_found	opco	Range exclusion
		NEG_ISA	T052	acty	Range exclusion
		NEG_ISA	T068	hcpp	Range exclusion
		NEG_ISA	T093	hcro	Range exclusion
		NEG_ISA	T194	arch	Range exclusion
		NEG_ISA	T011	amph	Range exclusion
		NEG_ISA	not_found	alga	Range exclusion
		NEG_ISA	T069	eehu	Range exclusion
		NEG_ISA	T057	ocac	Range exclusion
		NEG_ISA	T087	amas	Range exclusion
		NEG_ISA	T038	biof	Range exclusion
		NEG_ISA	not_found	rich	Range exclusion
		NEG_ISA	T085	mosq	Range exclusion
		NEG_ISA	T200	clnd	Range exclusion
		NEG_ISA	T053	bhvr	Range exclusion
		NEG_LOCATION_OF	T116	aapp	Range exclusion
		NEG_LOCATION_OF	T109	orch	Range exclusion
		NEG_LOCATION_OF	T047	dsyn	Range exclusion
		NEG_LOCATION_OF	T191	neop	Range exclusion
		NEG_LOCATION_OF	T046	patf	Range exclusion
		NEG_LOCATION_OF	T033	fndg	Range exclusion
		NEG_LOCATION_OF	T123	bacs	Range exclusion
		NEG_LOCATION_OF	T045	genf	Range exclusion
		NEG_LOCATION_OF	T043	celf	Range exclusion
		NEG_LOCATION_OF	T025	cell	Range exclusion
